id,doi,title,publication_year,authorships,subfield,primary_topic
W4406440500,10.5585/2025.25866,Cyberspace as Asset Specificity,2025,"[{""id"": ""A5027440525"", ""name"": ""Marcia Cristiane Rossi"", ""institutions"": [{""id"": ""I18167132"", ""display_name"": ""Universidade Presbiteriana Mackenzie""}], ""countries"": [""BR""]}, {""id"": ""A5063508373"", ""name"": ""Fa\u0131\u0308z Gallouj"", ""institutions"": [{""id"": ""I2279609970"", ""display_name"": ""Universit\u00e9 de Lille""}], ""countries"": [""FR""]}, {""id"": ""A5076912116"", ""name"": ""Gilberto Perez"", ""institutions"": [{""id"": ""I18167132"", ""display_name"": ""Universidade Presbiteriana Mackenzie""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10270', 'display_name': 'Blockchain Technology Applications and Security'}"
W4406441060,10.55908/rgcv19n1-002,O PAPEL DAS BIBLIOTECAS UNIVERSITÁRIAS NO CONTEXTO DA GESTÃO DE DADOS DE PESQUISA,2025,"[{""id"": ""A5009230171"", ""name"": ""Angela Maria de Oliveira"", ""institutions"": [{""id"": ""I68207295"", ""display_name"": ""Universidade Estadual de Ponta Grossa""}, {""id"": ""I79767729"", ""display_name"": ""Pontif\u00edcia Universidade Cat\u00f3lica de Campinas""}, {""id"": ""I52418104"", ""display_name"": ""Universidade Federal do Paran\u00e1""}, {""id"": ""I879563668"", ""display_name"": ""Universidade Estadual Paulista (Unesp)""}], ""countries"": [""BR""]}, {""id"": ""A5076374812"", ""name"": ""Ivani da Silva"", ""institutions"": [{""id"": ""I68207295"", ""display_name"": ""Universidade Estadual de Ponta Grossa""}, {""id"": ""I79767729"", ""display_name"": ""Pontif\u00edcia Universidade Cat\u00f3lica de Campinas""}, {""id"": ""I52418104"", ""display_name"": ""Universidade Federal do Paran\u00e1""}, {""id"": ""I879563668"", ""display_name"": ""Universidade Estadual Paulista (Unesp)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T11937', 'display_name': 'Research Data Management Practices'}"
W4406446985,10.1002/cpe.8374,Optimized Execution of a Numerical Weather Forecast Model in a Cloud Cluster,2025,"[{""id"": ""A5111108400"", ""name"": ""Mateus S. de Melo"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}, {""id"": ""A5029452866"", ""name"": ""Roberto P. Souto"", ""institutions"": [{""id"": ""I4210142352"", ""display_name"": ""Laborat\u00f3rio Nacional de Computa\u00e7\u00e3o Cient\u00edfica""}], ""countries"": [""BR""]}, {""id"": ""A5071494175"", ""name"": ""L\u00facia M. A. Drummond"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T10715', 'display_name': 'Distributed and Parallel Computing Systems'}"
W4406448719,10.1007/s10489-025-06261-3,An LSTM approach to predict emergency events using spatial features,2025,"[{""id"": ""A5048711989"", ""name"": ""Felipe Vieira Roque"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}, {""id"": ""A5039916641"", ""name"": ""Ant\u00f4nio Augusto Fr\u00f6hlich"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}, {""id"": ""A5016210524"", ""name"": ""Mateus Grellert"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T11512', 'display_name': 'Anomaly Detection Techniques and Applications'}"
W4406453924,10.5212/praxeduc.v.20.24293.004,Ética na pesquisa em educação: os limites e desafios ante a Inteligência Artificial,2025,"[{""id"": ""A5103267934"", ""name"": ""Anita Helena Schlesener"", ""institutions"": [{""id"": ""I4210094372"", ""display_name"": ""Universidade Tuiuti do Paran\u00e1""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1706"", ""display_name"": ""Computer Science Applications""}","{'id': 'T14246', 'display_name': 'E-Learning and Knowledge Management'}"
W4406457740,10.1109/jiot.2025.3530241,Utilizing Autoencoders for Latent Representation and Efficient Transmission of LiDAR Data via LoRa in ROS,2025,"[{""id"": ""A5033585800"", ""name"": ""Carlos Daniel de Sousa Bezerra"", ""institutions"": [{""id"": ""I4210132153"", ""display_name"": ""Instituto Federal de Goi\u00e1s""}], ""countries"": [""BR""]}, {""id"": ""A5064895167"", ""name"": ""\u00c1lisson Assis Cardoso"", ""institutions"": [], ""countries"": [""BR""]}, {""id"": ""A5036449589"", ""name"": ""Fl\u00e1vio Henrique Teles Vieira"", ""institutions"": [], ""countries"": [""BR""]}]","{""id"": ""subfields/1707"", ""display_name"": ""Computer Vision and Pattern Recognition""}","{'id': 'T10331', 'display_name': 'Video Surveillance and Tracking Methods'}"
W4406471333,10.17143/rbaad.v24i3.785,SMART CAMPUS,2025,"[{""id"": ""A5115907162"", ""name"": ""Roberto Gon\u00e7alves Brito de Jesus"", ""institutions"": [{""id"": ""I4210148707"", ""display_name"": ""Universidade Estadual do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5083323746"", ""name"": ""Ana Karla Gomes Camelo"", ""institutions"": [{""id"": ""I4210148707"", ""display_name"": ""Universidade Estadual do Maranh\u00e3o""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T10273', 'display_name': 'IoT and Edge/Fog Computing'}"
W4406485884,10.12775/llp.2025.001,Consequential Implication and the Implicative Conditional,2025,"[{""id"": ""A5028208153"", ""name"": ""Gilberto Gomes"", ""institutions"": [{""id"": ""I3130050927"", ""display_name"": ""State University of Norte Fluminense""}], ""countries"": [""BR""]}, {""id"": ""A5022404961"", ""name"": ""Claudio Pizzi"", ""institutions"": [{""id"": ""I102064193"", ""display_name"": ""University of Siena""}], ""countries"": [""IT""]}, {""id"": ""A5022879664"", ""name"": ""\u00c9ric Raidl"", ""institutions"": [{""id"": ""I8087733"", ""display_name"": ""University of T\u00fcbingen""}], ""countries"": [""DE""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T11010', 'display_name': 'Logic, Reasoning, and Knowledge'}"
W4406496619,10.1007/s42600-025-00402-w,Breast tumor segmentation in ultrasound images: comparing U-net and U-net + +,2025,"[{""id"": ""A5032892754"", ""name"": ""Carlos Eduardo Gon\u00e7alves de Oliveira"", ""institutions"": [{""id"": ""I68106152"", ""display_name"": ""Universidade Federal de Goi\u00e1s""}], ""countries"": [""BR""]}, {""id"": ""A5045995725"", ""name"": ""S\u00edlvio Le\u00e3o Vieira"", ""institutions"": [{""id"": ""I68106152"", ""display_name"": ""Universidade Federal de Goi\u00e1s""}], ""countries"": [""BR""]}, {""id"": ""A5115914076"", ""name"": ""Caio Felipe Brito Paranaiba"", ""institutions"": [{""id"": ""I68106152"", ""display_name"": ""Universidade Federal de Goi\u00e1s""}], ""countries"": [""BR""]}, {""id"": ""A5082886340"", ""name"": ""Emerson Nobuyuki Itikawa"", ""institutions"": [{""id"": ""I68106152"", ""display_name"": ""Universidade Federal de Goi\u00e1s""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10862', 'display_name': 'AI in cancer detection'}"
W4406502365,10.71228/ijmm.2024.8,Technologies in Live Performance of Classical Music as Resource of Music Mediation,2025,"[{""id"": ""A5102729413"", ""name"": ""Nat\u00e1lia Cristina Cardoso Freitas"", ""institutions"": [{""id"": ""I110200422"", ""display_name"": ""Universidade Federal de Minas Gerais""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1707"", ""display_name"": ""Computer Vision and Pattern Recognition""}","{'id': 'T11349', 'display_name': 'Music Technology and Sound Studies'}"
W4406503245,10.1590/0034-7167-2023-0459,Nursing students and the internet: a reflection of digital ethics.,2025,"[{""id"": ""A5104122413"", ""name"": ""Ana Carolina Barboza Brand\u00e3o"", ""institutions"": [{""id"": ""I122140584"", ""display_name"": ""Universidade Federal do Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5103867125"", ""name"": ""Ingrid Ramos"", ""institutions"": [{""id"": ""I122140584"", ""display_name"": ""Universidade Federal do Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5103202463"", ""name"": ""Ang\u00e9lica Ribeiro Pinto de Oliveira"", ""institutions"": [{""id"": ""I122140584"", ""display_name"": ""Universidade Federal do Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5031288622"", ""name"": ""Sabrina da Costa Machado Duarte"", ""institutions"": [{""id"": ""I122140584"", ""display_name"": ""Universidade Federal do Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5041864020"", ""name"": ""Joyce Martins Arimat\u00e9a Branco Tavares"", ""institutions"": [{""id"": ""I40034438"", ""display_name"": ""Universidade do Estado do Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5022856135"", ""name"": ""Priscilla Valladares Broca"", ""institutions"": [{""id"": ""I122140584"", ""display_name"": ""Universidade Federal do Rio de Janeiro""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T12395', 'display_name': 'Educational Innovations and Technology'}"
W4406513002,10.20873/mess,REFLEXÕES SOBRE O MESS NA FORMAÇÃO EM SERVIÇO SOCIAL,2025,"[{""id"": ""A5005375150"", ""name"": ""Wellington Monteiro Ferreira"", ""institutions"": [{""id"": ""I59606676"", ""display_name"": ""Universidade Federal do Par\u00e1""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4406521837,10.1109/tvcg.2025.3528197,ZigzagNetVis: Suggesting temporal resolutions for graph visualization using zigzag persistence,2025,"[{""id"": ""A5046717236"", ""name"": ""Rapha\u00ebl Tinarrage"", ""institutions"": [{""id"": ""I44202434"", ""display_name"": ""Funda\u00e7\u00e3o Getulio Vargas""}], ""countries"": [""BR""]}, {""id"": ""A5008364265"", ""name"": ""Jean R. Ponciano"", ""institutions"": [], ""countries"": [""BR""]}, {""id"": ""A5061817648"", ""name"": ""Cl\u00e1udio D. G. Linhares"", ""institutions"": [{""id"": ""I223464139"", ""display_name"": ""Linnaeus University""}], ""countries"": [""SE""]}, {""id"": ""A5014783020"", ""name"": ""Agma J. M. Traina"", ""institutions"": [], ""countries"": [""BR""]}, {""id"": ""A5029317616"", ""name"": ""Jorge Poco"", ""institutions"": [{""id"": ""I44202434"", ""display_name"": ""Funda\u00e7\u00e3o Getulio Vargas""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1707"", ""display_name"": ""Computer Vision and Pattern Recognition""}","{'id': 'T10799', 'display_name': 'Data Visualization and Analytics'}"
W4406526753,10.1177/20552076241313161,A multi-patch-based deep learning model with VGG19 for breast cancer classifications in the pathology images,2025,"[{""id"": ""A5047968319"", ""name"": ""Anitha Ponraj"", ""institutions"": [{""id"": ""I98499257"", ""display_name"": ""Kalasalingam Academy of Research and Education""}], ""countries"": [""IN""]}, {""id"": ""A5084415408"", ""name"": ""P. Nagaraj"", ""institutions"": [{""id"": ""I98499257"", ""display_name"": ""Kalasalingam Academy of Research and Education""}], ""countries"": [""IN""]}, {""id"": ""A5037777405"", ""name"": ""D. Balakrishnan"", ""institutions"": [{""id"": ""I98499257"", ""display_name"": ""Kalasalingam Academy of Research and Education""}], ""countries"": [""IN""]}, {""id"": ""A5000176863"", ""name"": ""Parvathaneni Naga Srinivasu"", ""institutions"": [{""id"": ""I12649496"", ""display_name"": ""INTI International University""}, {""id"": ""I243754102"", ""display_name"": ""Universidade Federal do Cear\u00e1""}], ""countries"": [""BR"", ""MY""]}, {""id"": ""A5050006711"", ""name"": ""Jana Shafi"", ""institutions"": [{""id"": ""I142608572"", ""display_name"": ""Prince Sattam Bin Abdulaziz University""}], ""countries"": [""SA""]}, {""id"": ""A5038180509"", ""name"": ""Wonjoon Kim"", ""institutions"": [{""id"": ""I110217816"", ""display_name"": ""Dongduk Women's University""}], ""countries"": [""KR""]}, {""id"": ""A5002900384"", ""name"": ""Muhammad Fazal Ijaz"", ""institutions"": [{""id"": ""I2802584246"", ""display_name"": ""Melbourne School of Theology""}], ""countries"": [""AU""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10862', 'display_name': 'AI in cancer detection'}"
W4406527399,10.1038/s41598-025-86327-x,Pre-trained artificial intelligence-aided analysis of nanoparticles using the segment anything model,2025,"[{""id"": ""A5029961705"", ""name"": ""Gabriel Augusto Alem\u00e3o Monteiro"", ""institutions"": [{""id"": ""I189712700"", ""display_name"": ""University of Konstanz""}], ""countries"": [""DE""]}, {""id"": ""A5079625037"", ""name"": ""Bruno A. A. Monteiro"", ""institutions"": [{""id"": ""I110200422"", ""display_name"": ""Universidade Federal de Minas Gerais""}], ""countries"": [""BR""]}, {""id"": ""A5072908989"", ""name"": ""Jefersson A. dos Santos"", ""institutions"": [{""id"": ""I110200422"", ""display_name"": ""Universidade Federal de Minas Gerais""}], ""countries"": [""BR""]}, {""id"": ""A5017104393"", ""name"": ""Alexander Wittemann"", ""institutions"": [{""id"": ""I189712700"", ""display_name"": ""University of Konstanz""}], ""countries"": [""DE""]}]","{""id"": ""subfields/1707"", ""display_name"": ""Computer Vision and Pattern Recognition""}","{'id': 'T12874', 'display_name': 'Digital Imaging for Blood Diseases'}"
W4406530560,10.21728/p2p.2025v11n2e-7277,IMPLEMENTAÇÃO DE CLUSTERS DE BAIXO CUSTO E ALTO DESEMPENHO COM RASPBERRY PI E APACHE HADOOP: Um mapeamento sistemático,2025,"[{""id"": ""A5011282406"", ""name"": ""Jo\u00e3o Bosco Ferreira Filho"", ""institutions"": [{""id"": ""I190085865"", ""display_name"": ""Universidade Federal de Sergipe""}, {""id"": ""I4391767700"", ""display_name"": ""Instituto Federal de Educa\u00e7\u00e3o, Ci\u00eancia e Tecnologia de Sergipe""}], ""countries"": [""BR""]}, {""id"": ""A5027226058"", ""name"": ""Jos\u00e9 Apr\u00edgio Carneiro Neto"", ""institutions"": [{""id"": ""I190085865"", ""display_name"": ""Universidade Federal de Sergipe""}, {""id"": ""I4391767700"", ""display_name"": ""Instituto Federal de Educa\u00e7\u00e3o, Ci\u00eancia e Tecnologia de Sergipe""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10101', 'display_name': 'Cloud Computing and Resource Management'}"
W4406580092,10.1007/s11042-025-20612-9,"Procedural game level generation with GANs: potential, weaknesses, and unresolved challenges in the literature",2025,"[{""id"": ""A5010914659"", ""name"": ""Daniele Fernandes E. Silva"", ""institutions"": [{""id"": ""I4210147797"", ""display_name"": ""Instituto Federal Farroupilha""}, {""id"": ""I169248161"", ""display_name"": ""Universidade Federal de Pelotas""}], ""countries"": [""BR""]}, {""id"": ""A5083634358"", ""name"": ""Rafael Torchelsen"", ""institutions"": [{""id"": ""I169248161"", ""display_name"": ""Universidade Federal de Pelotas""}], ""countries"": [""BR""]}, {""id"": ""A5075071243"", ""name"": ""Mar\u00edlton Sanchotene de Aguiar"", ""institutions"": [{""id"": ""I169248161"", ""display_name"": ""Universidade Federal de Pelotas""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T11574', 'display_name': 'Artificial Intelligence in Games'}"
W4406582463,10.29105/transdisciplinar4.8-116,Prácticas de documentación de saberes y formación de pesquisadores/profesores indígenas,2025,"[{""id"": ""A5085673170"", ""name"": ""Maurides Mac\u00eado"", ""institutions"": [{""id"": ""I68106152"", ""display_name"": ""Universidade Federal de Goi\u00e1s""}], ""countries"": [""BR""]}, {""id"": ""A5037355932"", ""name"": ""Rosani Moreira Leit\u00e3o"", ""institutions"": [{""id"": ""I68106152"", ""display_name"": ""Universidade Federal de Goi\u00e1s""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14498', 'display_name': 'Educational Technology in Learning'}"
W4406607622,10.1590/s2175-97902025e24510,Machine learning based QSAR and Molecular Dynamics simulations in the structural design and mechanism of action of imidazole derivatives with anti-melanoma activity,2025,"[{""id"": ""A5024258724"", ""name"": ""Rosalvo Ferreira de Oliveira Neto"", ""institutions"": [{""id"": ""I59530521"", ""display_name"": ""Universidade Federal do Vale do S\u00e3o Francisco""}], ""countries"": [""BR""]}, {""id"": ""A5085986209"", ""name"": ""S\u00e9rgio Ruschi Bergamachi Silva"", ""institutions"": [{""id"": ""I35046152"", ""display_name"": ""Universidade Federal do Rio Grande do Norte""}], ""countries"": [""BR""]}, {""id"": ""A5046447813"", ""name"": ""C\u00edntia Emi Yanaguibashi Leal"", ""institutions"": [{""id"": ""I59530521"", ""display_name"": ""Universidade Federal do Vale do S\u00e3o Francisco""}], ""countries"": [""BR""]}, {""id"": ""A5069681358"", ""name"": ""Edilson Beserra de Alencar Filho"", ""institutions"": [{""id"": ""I59530521"", ""display_name"": ""Universidade Federal do Vale do S\u00e3o Francisco""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10211', 'display_name': 'Computational Drug Discovery Methods'}"
W4406608846,10.70368/gecs.v1i2.13875,Quarentena como retiro: práticas meditativas no contexto de pandemia,2025,"[{""id"": ""A5077990083"", ""name"": ""Roberta Paro Carvalho"", ""institutions"": [], ""countries"": []}, {""id"": ""A5017899572"", ""name"": ""N\u00e9lson Filice de Barros"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4406609225,10.5540/03.2025.011.01.0466,Propriedades efetivas de ordem superior de meios unidimensionais microperiódicos funcionalmente graduados localmente lineares,2025,"[{""id"": ""A5087128031"", ""name"": ""Leslie D. P\u00e9rez\u2010Fern\u00e1ndez"", ""institutions"": [{""id"": ""I169248161"", ""display_name"": ""Universidade Federal de Pelotas""}], ""countries"": [""BR""]}, {""id"": ""A5075786788"", ""name"": ""Juli\u00e1n Bravo\u2010Castillero"", ""institutions"": [{""id"": ""I8961855"", ""display_name"": ""Universidad Nacional Aut\u00f3noma de M\u00e9xico""}], ""countries"": [""MX""]}, {""id"": ""A5029220519"", ""name"": ""Fabio Carlos da Rocha"", ""institutions"": [{""id"": ""I190085865"", ""display_name"": ""Universidade Federal de Sergipe""}], ""countries"": [""BR""]}, {""id"": ""A5114209577"", ""name"": ""Maria S. M. Sampaio"", ""institutions"": [{""id"": ""I4210147594"", ""display_name"": ""Universidade do Estado do Amazonas""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T12100', 'display_name': 'Advanced Mathematical Modeling in Engineering'}"
W4406610012,10.5540/03.2025.011.01.0446,Notes on the convergence of a Levenberg-Marquardt method with singular scaling matrices for non-zero residue problems,2025,"[{""id"": ""A5032389678"", ""name"": ""Rafaela Filippozzi"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}, {""id"": ""A5027251899"", ""name"": ""Everton Boos"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}, {""id"": ""A5047844105"", ""name"": ""Douglas S. Gon\u00e7alves"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}, {""id"": ""A5047988614"", ""name"": ""Ferm\u00edn S. V. Baz\u00e1n"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10792', 'display_name': 'Matrix Theory and Algorithms'}"
W4406610068,10.5540/03.2025.011.01.0359,Classificador baseado em comitê de máquinas de vetores de suporte aplicado a imagens de câncer de mama,2025,"[{""id"": ""A5111709363"", ""name"": ""Denia Alves Albuquerque de Souza"", ""institutions"": [{""id"": ""I141883831"", ""display_name"": ""Instituto Nacional de Matem\u00e1tica Pura e Aplicada""}], ""countries"": [""BR""]}, {""id"": ""A5080155657"", ""name"": ""Roberto I. Oliveira"", ""institutions"": [{""id"": ""I141883831"", ""display_name"": ""Instituto Nacional de Matem\u00e1tica Pura e Aplicada""}], ""countries"": [""BR""]}, {""id"": ""A5008848139"", ""name"": ""Gilson A. Giraldi"", ""institutions"": [{""id"": ""I4210142352"", ""display_name"": ""Laborat\u00f3rio Nacional de Computa\u00e7\u00e3o Cient\u00edfica""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10862', 'display_name': 'AI in cancer detection'}"
W4406610128,10.1590/s2175-97902025e24409,Proposing a new anti-Covid-19 agent by using molecular docking and dynamics simulations,2025,"[{""id"": ""A5113548797"", ""name"": ""I Silva"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}, {""id"": ""A5040918558"", ""name"": ""Lu\u00eds F. G. Martins"", ""institutions"": [{""id"": ""I21803372"", ""display_name"": ""University of \u00c9vora""}], ""countries"": [""PT""]}, {""id"": ""A5049931726"", ""name"": ""Julliane Yoneda"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10211', 'display_name': 'Computational Drug Discovery Methods'}"
W4406610260,10.1109/comst.2025.3532110,A Tutorial and Security Overview on the IEEE 2030.5-2018 Standard,2025,"[{""id"": ""A5067975027"", ""name"": ""Diego Passos"", ""institutions"": [{""id"": ""I203847022"", ""display_name"": ""Instituto Polit\u00e9cnico de Lisboa""}], ""countries"": [""PT""]}, {""id"": ""A5025952035"", ""name"": ""Cledson Sousa"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}, {""id"": ""A5015284200"", ""name"": ""Raquel Regina de Freitas Magalh\u00e3es Gomes"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}, {""id"": ""A5115946846"", ""name"": ""Danilo F. Assis"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}, {""id"": ""A5033069601"", ""name"": ""Fernanda G. O. Passos"", ""institutions"": [{""id"": ""I203847022"", ""display_name"": ""Instituto Polit\u00e9cnico de Lisboa""}], ""countries"": [""PT""]}, {""id"": ""A5066716326"", ""name"": ""C\u00e9lio Albuquerque"", ""institutions"": [{""id"": ""I161127581"", ""display_name"": ""Universidade Federal Fluminense""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10734', 'display_name': 'Information and Cyber Security'}"
W4406610517,10.5540/03.2025.011.01.0368,Condition-number-based criterion,2025,"[{""id"": ""A5102004752"", ""name"": ""Marcelo dos Santos"", ""institutions"": [{""id"": ""I130913789"", ""display_name"": ""Instituto Federal da Bahia""}], ""countries"": [""BR""]}, {""id"": ""A5058724872"", ""name"": ""Fernanda De Bastiani"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5065333389"", ""name"": ""Miguel \u00c1ngel Uribe-Opazo"", ""institutions"": [{""id"": ""I193876067"", ""display_name"": ""Universidade Estadual do Oeste do Paran\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5046157370"", ""name"": ""Manuel Galea"", ""institutions"": [{""id"": ""I162148367"", ""display_name"": ""Pontificia Universidad Cat\u00f3lica de Chile""}], ""countries"": [""CL""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T13748', 'display_name': 'Advanced Statistical Modeling Techniques'}"
W4406643845,10.1038/s41598-025-87265-4,Identifying key genes in cancer networks using persistent homology,2025,"[{""id"": ""A5036156081"", ""name"": ""Rodrigo Henrique Ramos"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}, {""id"": ""I107371206"", ""display_name"": ""Federal Institute of S\u00e3o Paulo""}], ""countries"": [""BR""]}, {""id"": ""A5080407608"", ""name"": ""Yago Augusto Bardelotte"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}], ""countries"": [""BR""]}, {""id"": ""A5103003439"", ""name"": ""Cynthia de Oliveira Lage Ferreira"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}], ""countries"": [""BR""]}, {""id"": ""A5074756110"", ""name"": ""Adenilso Sim\u00e3o"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T12536', 'display_name': 'Topological and Geometric Data Analysis'}"
W4406674309,10.7769/gesec.v16i1.4597,Transparência nas relações das cadeias de alimentos intermediadas por contratos inteligentes: negócios sustentáveis,2025,"[{""id"": ""A5023269713"", ""name"": ""Sivanilza Teixeira Machado"", ""institutions"": [{""id"": ""I18167132"", ""display_name"": ""Universidade Presbiteriana Mackenzie""}, {""id"": ""I4210155391"", ""display_name"": ""Departamento de Ci\u00eancia e Tecnologia""}], ""countries"": [""BR""]}, {""id"": ""A5073737765"", ""name"": ""Roberto Giro Moori"", ""institutions"": [{""id"": ""I18167132"", ""display_name"": ""Universidade Presbiteriana Mackenzie""}, {""id"": ""I4210155391"", ""display_name"": ""Departamento de Ci\u00eancia e Tecnologia""}], ""countries"": [""BR""]}, {""id"": ""A5002640833"", ""name"": ""Jo\u00e3o Gilberto Mendes dos Reis"", ""institutions"": [{""id"": ""I4210111188"", ""display_name"": ""Universidade Paulista""}], ""countries"": [""BR""]}, {""id"": ""A5052484113"", ""name"": ""Rodrigo Couto Santos"", ""institutions"": [{""id"": ""I187420256"", ""display_name"": ""Universidade Federal da Grande Dourados""}], ""countries"": [""BR""]}, {""id"": ""A5005852691"", ""name"": ""Marcos Vin\u00edcius da Silva"", ""institutions"": [{""id"": ""I62921916"", ""display_name"": ""Universidade Federal Rural de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5020818859"", ""name"": ""Adriano Mani\u00e7oba da Silva"", ""institutions"": [{""id"": ""I107371206"", ""display_name"": ""Federal Institute of S\u00e3o Paulo""}, {""id"": ""I4210110541"", ""display_name"": ""Suzano (Brazil)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10270', 'display_name': 'Blockchain Technology Applications and Security'}"
